time,latitude,longitude,vehicle_heading,vehicle_speed,vehicle_state,vehicle_track,llc_status
1567977324.846504,44.392743402928076,8.943782129212911,4.242205741412835,2.204577800214751,LatLong Move,4.241080563337903,0
1567977324.9462402,44.39274250144532,8.943779656983098,4.241636737634501,2.201417465326272,LatLong Move,4.240539380165135,0
1567977325.0464058,44.39274159969711,8.943777187472477,4.241079119327896,2.198389332843982,LatLong Move,4.24001671831539,0
1567977325.1461644,44.39274069826173,8.94377472217108,4.24053799665489,2.195537136448618,LatLong Move,4.239507677276434,0
1567977325.246427,44.39273979984109,8.94377226833822,4.240015917897656,2.1928734813213397,LatLong Move,4.239004417062663,0
1567977325.3461952,44.39273889970674,8.9437698129495,4.239506887639742,2.1903697020212327,LatLong Move,4.238499830931707,0
1567977325.4462848,44.39273799857097,8.943767357892817,4.239003106528212,2.187940623942249,LatLong Move,4.237986179815293,0
1567977325.5461924,44.39273709987743,8.9437649125261,4.238498949460784,2.185494097471491,LatLong Move,4.2374556888570964,0
1567977325.6462235,44.39273620066218,8.943762468801925,4.237984824644855,2.182933311033848,LatLong Move,4.2369051722773605,0
1567977325.746141,44.39273530180513,8.943760029184732,4.237454852834336,2.180193839758426,LatLong Move,4.236338803458427,0
1567977325.846327,44.39273440154101,8.94375758899187,4.236904188646097,2.1772397360670754,LatLong Move,4.235760027329025,0
1567977325.946514,44.39273350311775,8.943755157132069,4.236337310604863,2.1740893349151182,LatLong Move,4.235177244864607,0
1567977326.0465276,44.392732603802806,8.943752726280929,4.235759004967029,2.1708064173201613,LatLong Move,4.23459809112817,0
1567977326.1460125,44.392731704055976,8.943750297726952,4.235175726617948,2.167468976063198,LatLong Move,4.234029909632774,0
1567977326.246211,44.3927308062327,8.943747877817312,4.234597079230905,2.1641685141141718,LatLong Move,4.233477118073203,0
1567977326.3463984,44.39272990866088,8.943745461982195,4.234029035944909,2.160994982852731,LatLong Move,4.232940493216292,0
1567977326.4463437,44.39272901012454,8.94374304686725,4.233476275236413,2.1579798733348166,LatLong Move,4.232414723036232,0
1567977326.5458834,44.39272811329768,8.943740639554782,4.232939659885105,2.1551394996451583,LatLong Move,4.23189443903993,0
1567977326.646308,44.39272721526411,8.943738232130077,4.232413355443084,2.1524372024564604,LatLong Move,4.231372286193745,0
1567977326.7463777,44.39272631899362,8.943735832495806,4.23189346448544,2.149789517617209,LatLong Move,4.230838920743565,0
1567977326.8461928,44.3927254240525,8.943733439460596,4.231371476022193,2.1471196241488197,LatLong Move,4.230290860167248,0
1567977326.946106,44.39272452635791,8.94373104214664,4.230837828916556,2.144343170800962,LatLong Move,4.22972583519519,0
1567977327.0464528,44.3927236305313,8.94372865296877,4.230289880698397,2.1413891943004812,LatLong Move,4.229144960218353,0
1567977327.1464362,44.3927227360137,8.943726270511277,4.22972489144626,2.1382421496119437,LatLong Move,4.228553613569845,0
1567977327.2461562,44.39272184001974,8.943723887446207,4.229144001312445,2.134922062587484,LatLong Move,4.227958715662767,0
1567977327.3463356,44.392720944436,8.943721508864604,4.228552486482842,2.1314758625959915,LatLong Move,4.227367595937745,0
1567977327.446116,44.39272004944539,8.943719135284981,4.227957158817102,2.127996710390471,LatLong Move,4.2267874923377065,0
1567977327.5459945,44.39271915388119,8.943716763604609,4.227366075639168,2.1245572401101565,LatLong Move,4.226220457672278,0
1567977327.6461222,44.39271826074053,8.943714401697976,4.226786411424703,2.1212307457062005,LatLong Move,4.225666849954566,0
1567977327.7468119,44.392717366568334,8.94371204034821,4.226218996899773,2.1180596060143153,LatLong Move,4.2251237910282455,0
1567977327.8466318,44.392716473088456,8.943709684025897,4.225665425017269,2.1150490411077265,LatLong Move,4.2245859435340485,0
1567977327.9460835,44.392715580446755,8.943707333032602,4.225122388279328,2.112147016540556,LatLong Move,4.224043829162483,0
1567977328.0460649,44.39271468958062,8.94370498977601,4.224584537429877,2.109297603494101,LatLong Move,4.223491520830306,0
1567977328.1461577,44.39271379694519,8.943702644922388,4.2240423402411125,2.106417065847967,LatLong Move,4.222925067277888,0
1567977328.2462187,44.392712905340105,8.943700305864898,4.223490080841179,2.103437374825468,LatLong Move,4.222343858560251,0
1567977328.3461385,44.392712013537476,8.943697969442752,4.222923587924946,2.100289684883149,LatLong Move,4.221746878026309,0
1567977328.4462342,44.392711124091775,8.943695642412964,4.222342830084241,2.096973491837201,LatLong Move,4.221141393376993,0
